Root word,Word,Phonetic,Type,Vietnamese meaning
FRESHWATER,Freshwater,/ˈfreʃwɔːtər/,a,Nước ngọt
FRIGHTEN,Frightening,/ˈfraɪtnɪŋ/,a,Đáng sợ
FUNCTION,Function,/ˈfʌŋkʃn/,n,Chức năng
GARBAGE COLLECTOR,Garbage collector,/ˈɡɑːrbɪdʒ kəˈlektər/,np,Người thu gom rác
GARMENT WORKER,Garment worker,/ˈɡɑːrmənt ˈwɜːrkər/,np,Công nhân may
GENERATE,Generate,/ˈdʒenəreɪt/,v,Tạo ra; phát ra
GENERATE,Generator,/ˈdʒenəreɪtər/,n,Máy phát điện
GENERATE,Generation,/ˌdʒenəˈreɪʃn/,n,Thế hệ
GENERATE,Generational,/ˌdʒenəˈreɪʃənl/,a,Thuộc thế hệ
GENERATION GAP,Generation gap,/ˌdʒenəˈreɪʃn ɡæp/,np,Khoảng cách thế hệ
GEOLOGY,Geologist,/dʒiˈɒlədʒɪst/,n,Nhà địa chất học
GEOLOGY,Geology,/dʒiˈɒlədʒi/,n,Địa chất
GEOLOGY,Geological,/ˌdʒiːəˈlɒdʒɪkl/,a,Thuộc địa chất
GLOBAL WARMING,Global warming,/ˌɡləʊbl ˈwɔːrmɪŋ/,np,Sự nóng lên toàn cầu
GORGEOUS,Gorgeous,/ˈɡɔːrdʒəs/,a,Lộng lẫy; đẹp
GRAMMAR,Grammar,/ˈɡræmər/,n,Ngữ pháp
GRASSLAND,Grassland,/ˈɡræslænd/,n,Đồng cỏ; thảo nguyên
GRILLED PORK,Grilled pork,/ɡrɪld ˈpɔːrk/,np,Thịt lợn nướng
GUEST HOUSE,Guest house,/ˈɡest haʊs/,np,Nhà khách
HABITAT,Habitat,/ˈhæbɪtæt/,n,Môi trường sống
HABITAT,Habitat loss,/ˈhæbɪtæt lɒs/,np,Mất môi trường sống
HAIRDRESSER,Hairdresser,/ˈheədresər/,n,Thợ làm tóc
HAND-EYE,Hand-eye,/hænd aɪ/,a,Phối hợp tay-mắt
HANDICRAFT,Handicraft,/ˈhændɪkræft/,n,Thủ công mỹ nghệ
HANDS-ON,Hands-on,/ˌhændz ˈɒn/,a,Thực hành
HEALTH,Health,/helθ/,n,Sức khỏe
HEALTH,Healthy,/ˈhelθi/,a,Khỏe mạnh
HELP,Helpless,/ˈhelpləs/,a,Bất lực
HELP,Helpful,/ˈhelpfl/,a,Hữu ích
HELP,Helplessness,/ˈhelpləsnəs/,n,Sự bất lực
HELP,Help,/help/,v,Giúp đỡ
HELP,Help,/help/,n,Sự giúp đỡ
HERITAGE,Heritage,/ˈherɪtɪdʒ/,n,Di sản
HESITATE,Hesitate,/ˈhezɪteɪt/,v,Do dự
HESITATE,Hesitation,/ˌhezɪˈteɪʃn/,n,Sự lưỡng lự
HIDE-AND-SEEK,Hide-and-seek,/ˌhaɪd ən ˈsiːk/,np,Trốn tìm
HILL,Hill,/hɪl/,n,Đồi
HOLIDAYMAKER,Holidaymaker,/ˈhɒlɪdeɪmeɪkər/,n,Người đi nghỉ mát
HOMESTAY,Homestay,/ˈhəʊmsteɪ/,n,Ở trọ tại nhà dân
HOUSE-WARMING PARTY,House-warming party,/ˈhaʊs wɔːrmɪŋ ˈpɑːrti/,np,Tiệc mừng tân gia
HOUSING,Housing,/ˈhaʊzɪŋ/,n,Nhà ở
IMMIGRANT,Immigrant,/ˈɪmɪɡrənt/,n,Người nhập cư
INCOME,Income,/ˈɪŋkʌm/,n,Thu nhập
INDEPENDENT,Independent,/ˌɪndɪˈpendənt/,a,Độc lập
INDEPENDENT,Independence,/ˌɪndɪˈpendəns/,n,Sự độc lập
INDEPENDENT,Depend,/dɪˈpend/,v,Phụ thuộc
INDEPENDENT,Dependence,/dɪˈpendəns/,n,Sự phụ thuộc
INDEPENDENT,Dependent,/dɪˈpendənt/,a,Phụ thuộc
INFORM,Informative,/ɪnˈfɔːrmətɪv/,a,Nhiều thông tin
INFORM,Inform,/ɪnˈfɔːrm/,v,Thông báo
INFORM,Information,/ˌɪnfərˈmeɪʃn/,n,Thông tin
INFORM,Informed,/ɪnˈfɔːrmd/,a,Hiểu biết; am hiểu; sáng suốt
INQUIRE,Inquiring,/ɪnˈkwaɪərɪŋ/,a,Hỏi thăm; tìm hiểu
INTERACT,Interact,/ˌɪntərˈækt/,v,Tương tác
INTERACT,Interaction,/ˌɪntərˈækʃn/,n,Sự tương tác
INTERACT,Interactive,/ˌɪntərˈæktɪv/,a,Có tính tương tác
INTERNATIONAL,International,/ˌɪntərˈnæʃənl/,a,Quốc tế
IRON,Iron,/ˈaɪərn/,n,Sắt
ISLAND,Island,/ˈaɪlənd/,n,Hòn đảo
JEEP,Jeep,/dʒiːp/,n,Xe jeep
JUNK FOOD,Junk food,/ˈdʒʌŋk fuːd/,np,Đồ ăn vặt; thức ăn kém dinh dưỡng
KETCHUP,Ketchup,/ˈketʃəp/,n,Sốt cà chua; tương cà
KEYBOARD,Keyboard,/ˈkiːbɔːrd/,n,Bàn phím
LANDFORM,Landform,/ˈlændfɔːrm/,n,Địa hình
LANDSCAPE,Landscape,/ˈlændskeɪp/,n,Cảnh quan
