Root word,Word,Phonetic,Type,Vietnamese meaning
AFTERWARDS,Afterwards,/ˈɑːftərwərdz/,adv,Sau này; sau đó
CHILDHOOD,Childhood,/ˈtʃaɪldhʊd/,n,Thời thơ ấu
EVENTUAL,Eventual,/ɪˈventʃuəl/,adj,Kết quả cuối cùng là
EVENTUAL,Eventually,/ɪˈventʃuəli/,adv,Sau cùng thì; cuối cùng thì
FALL IN LOVE,Fall in love,/fɔːl ɪn lʌv/,idiom,Phải lòng
MEANWHILE,Meanwhile,/ˈmiːnwaɪl/,adv,Trong khi đó
OVERCOME,Overcome,/ˌəʊvəˈkʌm/,v,Vượt qua
THANK,Thank,/θæŋk/,v,Cảm ơn
THANK,Thanks,/θæŋks/,n,Sự/lời cảm ơn
THANK,Thankfulness,/ˈθæŋkfʊlnəs/,n,Lòng/sự biết ơn
THANK,Thankful,/ˈθæŋkfəl/,adj,Biết ơn
THANK,Thankless,/ˈθæŋkləs/,adj,Không được thoải mái; không được trân trọng
THANK,Thankfully,/ˈθæŋkfəli/,adv,Một cách biết ơn;Thật may mắn thay
