Root word,Word,Phonetic,Type,Vietnamese meaning
Belong,Belongings,/bɪˈlɒŋɪŋz/,n,Đồ dùng cá nhân
Belong,Belong to,/bɪˈlɒŋ/,v,Thuộc về
Career,Career,/kəˈrɪər/,n,Nghề nghiệp
Content,Content,/ˈkɒntent/,n,Nội dung
Content,Content,/kənˈtent/,adj,Bằng lòng; hài lòng
Essential,Essential,/ɪˈsenʃəl/,adj,Thiết yếu
Essential,Essentially,/ɪˈsenʃəli/,adv,Về cơ bản; về bản chất
Foreigner,Foreigner,/ˈfɒrɪnər/,n,Người nước ngoài
Foreigner,Foreign,/ˈfɒrɪn/,adj,Nước ngoài
International,International,/ˌɪntəˈnæʃənəl/,adj,Quốc tế
International,Internationally,/ˌɪntəˈnæʃənəli/,adv,Một cách quốc tế
International,Internationalize,/ˌɪntəˈnæʃənəlaɪz/,v,Quốc tế hoá
Opportunity,Opportunity,/ˌɒpəˈtjuːnɪti/,n,Cơ hội
Opportunity,Opportunities,/ˌɒpəˈtjuːnɪtiz/,n,Những cơ hội; nhiều cơ hội
Oversea,Oversea,/ˌəʊvəˈsiː/,adj,Thuộc về nước ngoài
Oversea,Overseas,/ˌəʊvəˈsiːz/,adv,Ở nước ngoài; ngang qua biển
Worldwide,Worldwide,/ˈwɜːldwaɪd/,adj,Toàn thế giới
Worldwide,Worldwide fame,/ˈwɜːldwaɪd feɪm/,n,Nổi tiếng toàn cầu
Worldwide,Worldwide,/ˈwɜːldwaɪd/,adv,Trên toàn thế giới
National,Nationwide,/ˈneɪʃənwaɪd/,adj,Toàn quốc
