Root word,Word,Phonetic,Type,Vietnamese meaning
ACCESS,Access,/ˈækses/,v,Truy cập
ACCESS,Access,/ˈækses/,n,Sự truy cập
ACCESS,Accessible,/əkˈsesɪbəl/,adj,Có thể tới được; dễ tiếp cận
ACCESS,Accessibly,/əkˈsesɪbli/,adv,Một cách dễ tiếp cận
DEER,Deer,/dɪər/,n,Con nai
EXPLORE,Explore,/ɪkˈsplɔːr/,v,Khám phá
EXPLORE,Exploration,/ˌekspləˈreɪʃən/,n,Sự thám hiểm; thám hiểm; khám phá
EXPLORE,Explorer,/ɪkˈsplɔːrər/,n,Nhà thám hiểm
EXPLORE,Explorative,/ɪkˈsplɒrətɪv/,adj,Mang tính thám hiểm
EXPLORE,Exploratory,/ɪkˈsplɒrətəri/,adj,Mang tính thám hiểm
FLOAT,Float,/fləʊt/,v,Trôi; nổi; lơ lửng
FLOAT,Float,/fləʊt/,n,Phao cứu sinh
FLOAT,Floating,/ˈfləʊtɪŋ/,adj,Nổi
FORM,Form,/fɔːrm/,v,Tạo thành; hình thành
FORM,Formation,/fɔːrˈmeɪʃən/,n,Sự tạo thành; hình thái
FORM,Formative,/ˈfɔːrmətɪv/,adj,Để hình thành; tạo thành
MOUNT,Mount,/maʊnt/,n,Ngọn núi
MOUNT,Mountain,/ˈmaʊntən/,n,Núi
MOUNT,Mountaineer,/ˌmaʊntɪˈnɪər/,n,Người leo núi
MOUNT,Mountainous,/ˈmaʊntɪnəs/,adj,Nhiều núi; thuộc về núi
ONE CROP,One crop,/wʌn krɒp/,n,Phần đất loại; thảo lợi
RAIN FOREST,Rain forest,/reɪn ˈfɒrɪst/,n,Rừng nhiệt đới
SCENE,Scene,/siːn/,n,Ảnh
SCENE,Scenic,/ˈsiːnɪk/,adj,Có cảnh đẹp thiên nhiên
SCENE,Scenario,/sɪˈnɑːriəʊ/,n,Tình huống; kịch bản
SCENE,Scenically,/ˈsiːnɪkli/,adv,Thuộc cảnh vật
SPECTACULAR,Spectacular,/spekˈtækjʊlər/,n,Cảnh tượng; sự hài đẹp
SPECTACULAR,Spectacular,/spekˈtækjʊlər/,adj,Đẹp mắt; ngoạn mục
SPECTACULAR,Spectacularly,/spekˈtækjʊləli/,adv,Một cách ngoạn mục
