Root word,Word,Phonetic,Type,Vietnamese meaning
CONSIDER,Consider,/kənˈsɪdər/,v,Xem xét; cân nhắc
CONSIDER,Consideration,/kənˌsɪdəˈreɪʃən/,n,Sự cân nhắc
CONSIDER,Considerate,/kənˈsɪdərɪt/,adj,Chu đáo; thận trọng; ý tứ
CONSIDER,Considerable,/kənˈsɪdərəbəl/,adj,Đáng kể
CONSIDER,Considerately,/kənˈsɪdərɪtli/,adv,Một cách chu đáo
CONSIDER,Considerably,/kənˈsɪdərəbli/,adv,Đáng kể
DISTURB,Disturb,/dɪˈstɜːrb/,v,Làm phiền; làm náo động
DISTURB,Disturbance,/dɪˈstɜːrbəns/,n,Sự quấy rầy; sự gây rối
DISTURB,Disturbed,/dɪˈstɜːrbd/,adj,Lo lắng; bồn chồn
DISTURB,Disturbing,/dɪˈstɜːrbɪŋ/,adj,Gây lo lắng; bồn chồn
DISTURB,Disturbingly,/dɪˈstɜːrbɪŋli/,adv,Một cách đáng lo ngại
FINE,Fine,/faɪn/,v,Phạt tiền
FINE,Fine,/faɪn/,n,Tiền phạt
GOVERN,Govern,/ˈɡʌvərn/,v,Cầm quyền
GOVERN,Government,/ˈɡʌvərnmənt/,n,Chính phủ
GOVERN,Governor,/ˈɡʌvərnər/,n,Thống đốc
GOVERN,Governmental,/ˌɡʌvərnˈmentəl/,adj,Thuộc; liên quan đến chính phủ; chính quyền
GOVERN,Governmentally,/ˌɡʌvərnˈmentəli/,adv,Về mặt chính phủ
HUNT,Hunt,/hʌnt/,v,Săn bắt
HUNT,Hunting,/ˈhʌntɪŋ/,n,Sự đi săn; sự tìm kiếm
HUNT,Hunter,/ˈhʌntər/,n,Thợ săn
LAW,Law,/lɔː/,v,Kiện
LAW,Law,/lɔː/,n,Luật pháp
LAW,Lawyer,/ˈlɔːjər/,n,Luật sư
LITTER,Litter,/ˈlɪtər/,v,Xả rác
LITTER,Litter,/ˈlɪtər/,n,Rác; đồ bừa bãi
NATIONAL PARK,National Park,/ˈnæʃənəl pɑːrk/,n,Công viên quốc gia
RANGER,Ranger,/ˈreɪndʒər/,n,Người bảo vệ rừng; công viên
SPOIL,Spoil,/spɔɪl/,v,Phá hỏng
SPOIL,Spoils,/spɔɪlz/,n,Hàng hoá ăn cắp được; chiến lợi phẩm
SPOIL,Spoilage,/ˈspɔɪlɪdʒ/,n,Sự làm hư/hỏng; sự bị hư hỏng
SPOIL,Spoiled,/spɔɪld/,adj,Đổ nát; hư hỏng
