Root word,Word,Phonetic,Type,Vietnamese meaning
AUDIENCE,Audience,/ˈɔːdiəns/,n,Khán giả; thính giả
DEMAND,Demand,/dɪˈmɑːnd/,v,Yêu cầu; đòi hỏi
DEMAND,Demand,/dɪˈmɑːnd/,n,Nhu cầu
DEMAND,Demanding,/dɪˈmɑːndɪŋ/,adj,Đòi hỏi cao; yêu cầu khắt khe
FIELD,Field,/fiːld/,n,Lĩnh vực; cánh đồng
INNOVATE,Innovate,/ˈɪnəveɪt/,v,Đổi mới; cải tiến
INNOVATE,Innovation,/ˌɪnəˈveɪʃən/,n,Sự đổi mới; sáng tạo
INNOVATE,Innovative,/ˈɪnəvətɪv/,adj,Mang tính đổi mới; sáng tạo
MEDIA,Media,/ˈmiːdiə/,n,Phương tiện truyền thông
MEDIA,Multimedia,/ˌmʌltiˈmiːdiə/,n,Đa phương tiện
PROFESSION,Profession,/prəˈfeʃən/,n,Nghề nghiệp
PROFESSION,Professional,/prəˈfeʃənəl/,adj,Chuyên nghiệp
PROFESSION,Professionally,/prəˈfeʃənəli/,adv,Một cách chuyên nghiệp
PODCAST,Podcast,/ˈpɒdkɑːst/,n,Chương trình phát thanh trực tiếp
PRODUCE,Produce,/prəˈdjuːs/,v,Sản xuất; tạo ra
PRODUCE,Product,/ˈprɒdʌkt/,n,Sản phẩm
PRODUCE,Production,/prəˈdʌkʃən/,n,Sự sản xuất; quá trình sản xuất
PRODUCE,Producer,/prəˈdjuːsər/,n,Nhà sản xuất
PRODUCE,Productive,/prəˈdʌktɪv/,adj,Hiệu quả; năng suất
PRODUCE,Productively,/prəˈdʌktɪvli/,adv,Một cách hiệu quả
