Root word,Word,Phonetic,Type,Vietnamese meaning
ACCIDENT,Accident,/ˈæksɪdənt/,n,Tai nạn
ACCIDENT,Accidental,/ˌæksɪˈdentəl/,adj,Tình cờ; ngẫu nhiên; bất ngờ
ACCIDENT,Accidentally,/ˌæksɪˈdentəli/,adv,Một cách tình cờ
BAN,Ban,/bæn/,v,Cấm
CROSSWALK,Crosswalk,/ˈkrɒswɔːk/,n,Lối qua đường; chỗ băng qua đường
ENCOURAGE,Encourage,/ɪnˈkʌrɪdʒ/,v,Khuyến khích
ENCOURAGE,Encouragement,/ɪnˈkʌrɪdʒmənt/,n,Sự khuyến khích
ENCOURAGE,Encouraging,/ɪnˈkʌrɪdʒɪŋ/,adj,Cổ vũ; khích lệ
ENCOURAGE,Encouragingly,/ɪnˈkʌrɪdʒɪŋli/,adv,Một cách khích lệ
INVOLVE,Involve,/ɪnˈvɒlv/,v,Liên quan đến
INVOLVE,Involvement,/ɪnˈvɒlvmənt/,n,Sự đính dáng; sự bao hàm
INVOLVE,Involved,/ɪnˈvɒlvd/,adj,Mắc xoải; bị liên lụy; đính lụy
PEDESTRIAN,Pedestrian,/pəˈdestriən/,n,Người đi bộ
PEDESTRIAN,Pedestrian,/pəˈdestriən/,adj,Thuộc; dành cho người đi bộ
SIDEWALK,Sidewalk,/ˈsaɪdwɔːk/,n,Vỉa hè
STRUGGLE,Struggle,/ˈstrʌɡəl/,v,Đấu tranh; gắng sức
STRUGGLE,Struggle,/ˈstrʌɡəl/,n,Cuộc đấu tranh
STRUGGLE,Struggling,/ˈstrʌɡəlɪŋ/,adj,Vất lần; đấu tranh; sống chật vật
TRAFFIC JAM,Traffic jam,/ˈtræfɪk dʒæm/,n,Sự kẹt xe
