Root word,Word,Phonetic,Type,Vietnamese meaning
FURNISH,Furnish,/ˈfɜːrnɪʃ/,v,Đặt đồ nội thất vào nhà hay vào phòng
FURNISH,Furniture,/ˈfɜːrnɪtʃər/,n,Đồ nội thất
FURNISH,Furnished,/ˈfɜːrnɪʃt/,adj,Được trang bị đồ nội thất
FURNISH,Unfurnished,/ʌnˈfɜː.nɪʃt/,adj,Không được trang bị đồ nội thất
APPLY,Apply,/əˈplaɪ/,v,Xin; thỉnh cầu; áp dụng; ứng dụng
APPLY,Application,/ˌæplɪˈkeɪʃən/,n,Ứng dụng; lời xin
APPLY,Application form,/ˌæplɪˈkeɪʃən fɔːrm/,n,Đơn xin
APPLY,Applicant,/ˈæplɪkənt/,n,Người xin việc; ứng viên
APPLY,Appliance,/əˈplaɪəns/,n,Thiết bị
SYSTEMATIZE,Systematize,/ˈsɪstəmətaɪz/,v,Hệ thống hoá; sắp xếp theo hệ thống
SYSTEMATIZE,System,/ˈsɪstəm/,n,Hệ thống
SYSTEMATIZE,Systematic,/ˌsɪstəˈmætɪk/,adj,Có hệ thống
SYSTEMATIZE,Systematically,/ˌsɪstəˈmætɪkli/,adv,Một cách có hệ thống
ELEVATE,Elevate,/ˈelɪveɪt/,v,Nâng lên; nhấc lên
ELEVATE,Elevation,/ˌelɪˈveɪʃən/,n,Sự nâng lên; nhấc lên; độ cao
ELEVATE,Elevator,/ˈelɪveɪtər/,n,Thang máy
ELEVATE,Elevated,/ˈelɪveɪtɪd/,adj,Cao; cao cả
SENSE,Sense,/sens/,n,Giác quan
SENSE,Sensor,/ˈsensər/,n,Cảm biến
SENSE,Sensible,/ˈsensɪbəl/,adj,Có thể nhận biết bằng giác quan; biết điều
SENSE,Insensible,/ɪnˈsen.sə.bəl/,adj,Không có thể nhận biết bằng giác quan; không biết điều
SENSE,Sensitive,/ˈsensɪtɪv/,adj,Nhạy cảm
SENSE,Insensitive,/ɪnˈsen.sɪ.tɪv/,adj,Không nhạy cảm
SENSE,Sensibly,/ˈsensɪbli/,adv,Một cách hợp lý
SENSE,Sensitively,/ˈsensɪtɪvli/,adv,Một cách nhạy cảm
SOLAR PANEL,Solar panel,/ˈsəʊlər ˈpænəl/,n,Tấm pin mặt trời
GENERATE,Generate,/ˈdʒenəreɪt/,v,Tạo ra; phát ra
GENERATE,Generator,/ˈdʒenəreɪtər/,n,Máy phát điện
GENERATE,Generation,/ˌdʒenəˈreɪʃən/,n,Sự phát điện; sự hình thành; thế hệ
GENERATE,Generative,/ˈdʒenərətɪv/,adj,Có khả năng tạo ra
MONITOR,Monitor,/ˈmɒnɪtər/,v,Giám sát
MONITOR,Monitor,/ˈmɒnɪtər/,n,Màn hình máy tính; thiết bị kiểm tra
MONITOR,Heart monitor,/hɑːrt ˈmɒnɪtər/,n,Máy theo dõi nhịp tim
ASSIST,Assist,/əˈsɪst/,v,Giúp đỡ
ASSIST,Assistance,/əˈsɪstəns/,n,Sự giúp đỡ; sự hỗ trợ
ASSIST,Assistant,/əˈsɪstənt/,n,Người giúp đỡ; người trợ lí
ASSIST,Voice assistant,/vɔɪs əˈsɪstənt/,n,Trợ lý giọng nói
REMOTE,Remote,/rɪˈməʊt/,adj,Xa; xa xôi
REMOTE,Remotely,/rɪˈməʊtli/,adv,Từ xa
REMIND,Remind,/rɪˈmaɪnd/,v,Nhắc nhở; làm cho nhớ lại
REMIND,Reminder,/rɪˈmaɪndər/,n,Vật làm nhớ lại cái gì; lời nhắc nhở
IMPACT,Impact,/ɪmˈpækt/,v,Có ảnh hưởng
IMPACT,Impact,/ˈɪmpækt/,n,Sự tác động; ảnh hưởng
IMPACT,Impactful,/ɪmˈpæktfʊl/,adj,Có tác động mạnh mẽ
PROVIDE,Provide,/prəˈvaɪd/,v,Cung cấp
PROVIDE,Provide sb with sth,/prəˈvaɪd/,phr.v,Cung cấp cho ai cái gì
PROVIDE,Provide sth for sb,/prəˈvaɪd/,phr.v,Cung cấp cái gì cho ai
PROVIDE,Provision,/prəˈvɪʒən/,n,Sự cung cấp; điều khoản
PROVIDE,Provider,/prəˈvaɪdər/,n,Người/tổ chức cung cấp
