Root word,Word,Phonetic,Type,Vietnamese meaning
COZINESS,Coziness,/ˈkəʊzɪnəs/,n,Cảm giác ấm áp; thoải mái
COZINESS,Cozy,/ˈkəʊzi/,adj,Ấm cúng
STRING LIGHTS,String lights,/strɪŋ laɪts/,n,Dây đèn
FAIRY TALE,Fairy tale,/ˈfeəri teɪl/,n,Truyện cổ tích
DECORATE,Decorate sth,/ˈdekəreɪt/,v,Trang trí cái gì
DECORATE,Decorate sth with sth,/ˈdekəreɪt/,v,Trang trí cái gì với cái gì
DECORATE,Decoration,/ˌdekəˈreɪʃən/,n,Sự trang trí
DECORATE,Decoration,/ˌdekəˈreɪʃən/,n,Vật trang trí
DECORATE,Decorative,/ˈdekərətɪv/,adj,Có tính trang trí; mỹ lệ
PARALLEL STRUCTURE,Parallel structure,/ˈpærəlel ˈstrʌktʃər/,n,Cấu trúc lặp; cấu trúc song song
CLUNKY,Clunky,/ˈklʌŋki/,adj,Vụng về; rườm rà
