Root word,Word,Phonetic,Type,Vietnamese meaning
FARAWAY,Faraway,/ˈfɑːrəweɪ/,adj,Xa xôi; xa vời
HIGHLIGHT,Highlight,/ˈhaɪlaɪt/,v,Nhấn mạnh; làm nổi bật
HIGHLIGHT,Highlight,/ˈhaɪlaɪt/,n,Điểm nổi bật
MANUAL,Manual,/ˈmænjuəl/,adj,Điều khiển bằng tay
MANUAL,Manually,/ˈmænjuəli/,adv,Bằng tay; thủ công
MANUAL,Manual,/ˈmænjuəl/,n,Sách chỉ dẫn
PLANET,Planet,/ˈplænɪt/,n,Hành tinh
SURGERY,Surgery,/ˈsɜːrdʒəri/,n,Cuộc phẫu thuật
SURGERY,Surgeon,/ˈsɜːrdʒən/,n,Bác sĩ phẫu thuật
SURGERY,Surgical,/ˈsɜːrdʒɪkəl/,adj,Thuộc phẫu thuật
SURGERY,Surgically,/ˈsɜːrdʒɪkəli/,adv,Bằng phẫu thuật
VACCINATE,Vaccinate,/ˈvæksɪneɪt/,v,Tiêm chủng
VACCINATE,Vaccine,/ˈvæksiːn/,n,Vắc-xin
VACCINATE,Vaccination,/ˌvæksɪˈneɪʃən/,n,Sự tiêm chủng
ESPECIAL,Especial,/ɪˈspeʃəl/,adj,Đặc biệt; riêng biệt
ESPECIAL,Especially,/ɪˈspeʃəli/,adv,Đặc biệt là
MAIN,Main,/meɪn/,n,Phần cốt yếu; phần chính
MAIN,Main,/meɪn/,adj,Chính; chủ yếu; quan trọng
MAIN,Mainly,/ˈmeɪnli/,adv,Chủ yếu là
EXPERIMENT,Experiment,/ɪkˈsperɪmənt/,v,Làm thí nghiệm
EXPERIMENT,Experiment,/ɪkˈsperɪmənt/,n,Thí nghiệm
EXPERIMENT,Experimental,/ɪkˌsperɪˈmentəl/,adj,Thực nghiệm
EXPERIMENT,Experimentally,/ɪkˌsperɪˈmentəli/,adv,Về mặt thực nghiệm
