Root word,Word,Phonetic,Type,Vietnamese meaning
BENEFIT,Benefit,/ˈbenɪfɪt/,n,Lợi ích
BENEFIT,Beneficial,/ˌbenɪˈfɪʃəl/,adj,Có lợi
BONE,Bone,/bəʊn/,n,Xương
CALORIE,Calorie,/ˈkæləri/,n,Năng lượng (từ thức ăn)
CHEMICAL,Chemical,/ˈkemɪkəl/,n,Chất hoá học
CHEMICAL,Chemist,/ˈkemɪst/,n,Nhà hoá học
CHEMICAL,Chemistry,/ˈkemɪstri/,n,Môn hoá
CHEMICAL,Chemical,/ˈkemɪkəl/,adj,Thuộc về hoá học
DETOX,Detox,/ˈdiːtɒks/,v,Thải độc
DETOX,Detox,/ˈdiːtɒks/,n,Sự thải độc; quá trình thải độc
FAT,Fat,/fæt/,n,Chất béo
HARM,Harm,/hɑːrm/,v,Hại
HARM,Harm,/hɑːrm/,n,Sự có hại
HARM,Harmful,/ˈhɑːrmfəl/,adj,Gây hại
HARM,Harmfully,/ˈhɑːrmfəli/,adv,Một cách có hại
HARM,Harmless,/ˈhɑːrmlɪs/,adj,Vô hại
HARM,Unharmed,/ˌʌnˈhɑːrmd/,adj,Không bị tổn thương; tàn hại
MYTH,Myth,/mɪθ/,n,Chuyện hoang đường; thần thoại
MYTH,Mythical,/ˈmɪθɪkəl/,adj,Thuộc thần thoại
NATURAL,Natural,/ˈnætʃərəl/,adj,Tự nhiên
NUTRIENT,Nutrient,/ˈnjuːtriənt/,n,Dưỡng chất
NUTRIENT,Nutrition,/njuːˈtrɪʃən/,n,Sự nuôi dưỡng; sự dinh dưỡng; chất bổ dưỡng
NUTRIENT,Nutritionist,/njuːˈtrɪʃənɪst/,n,Nhà dinh dưỡng
NUTRIENT,Nutritional,/njuːˈtrɪʃənəl/,adj,Thuộc; có giá trị dinh dưỡng
NUTRIENT,Nutritional value,/njuːˈtrɪʃənəl ˈvæljuː/,n,Giá trị dinh dưỡng
NUTRIENT,Nutritious,/njuːˈtrɪʃəs/,adj,Có chất dinh dưỡng
NUTRIENT,Nutritiously,/njuːˈtrɪʃəsli/,adv,Về mặt dinh dưỡng
ORGAN,Organ,/ˈɔːrɡən/,n,Nội tạng; hình thái; bộ phận; cơ quan
ORGAN,Organic,/ɔːrˈɡænɪk/,adj,Thuộc cơ quan; hữu cơ
ORGAN,Organically,/ɔːrˈɡænɪkli/,adv,Một cách hữu cơ
TRUTH,Truth,/truːθ/,n,Sự thật
TRUTH,Truthful,/ˈtruːθfəl/,adj,Thật thà; thành thật; lời nói thật/đúng
TRUTH,Truthfully,/ˈtruːθfəli/,adv,Một cách thành thật
VIRUS,Virus,/ˈvaɪrəs/,n,Vi-rút
